SK_ID_CURR,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM,BUREAU_COUNT,BUREAU_CREDIT_SUM_MEAN,BUREAU_CREDIT_SUM_MAX,BUREAU_DAYS_CREDIT_MEAN,PREV_COUNT,PREV_AMT_CREDIT_MEAN,PREV_AMT_ANNUITY_MEAN,INSTALL_COUNT,INSTALL_PAYMENT_DIFF_MEAN,INSTALL_DAYS_LATE_MEAN,INSTALL_DAYS_LATE_MAX,BB_TOTAL_MONTHS,BB_OLDEST_MONTH,BB_BUREAU_COUNT,POS_COUNT,POS_DPD_MEAN,POS_DPD_MAX,POS_DPD_DEF_MEAN,POS_MONTHS_MIN,CC_COUNT,CC_BALANCE_MEAN,CC_UTILIZATION_MEAN,CC_DPD_MEAN,CC_DPD_MAX,CC_DRAWINGS_MEAN,CODE_GENDER_F,CODE_GENDER_M,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group_of_people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,NAME_TYPE_SUITE_Spouse__partner,NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE_Commercial_associate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State_servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Academic_degree,NAME_EDUCATION_TYPE_Higher_education,NAME_EDUCATION_TYPE_Incomplete_higher,NAME_EDUCATION_TYPE_Lower_secondary,NAME_EDUCATION_TYPE_Secondary___secondary_special,NAME_FAMILY_STATUS_Civil_marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single___not_married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co_op_apartment,NAME_HOUSING_TYPE_House___apartment,NAME_HOUSING_TYPE_Municipal_apartment,NAME_HOUSING_TYPE_Office_apartment,NAME_HOUSING_TYPE_Rented_apartment,NAME_HOUSING_TYPE_With_parents,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Cleaning_staff,OCCUPATION_TYPE_Cooking_staff,OCCUPATION_TYPE_Core_staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR_staff,OCCUPATION_TYPE_High_skill_tech_staff,OCCUPATION_TYPE_IT_staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low_skill_Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine_staff,OCCUPATION_TYPE_Private_service_staff,OCCUPATION_TYPE_Realty_agents,OCCUPATION_TYPE_Sales_staff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Security_staff,OCCUPATION_TYPE_Waiters_barmen_staff,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,ORGANIZATION_TYPE_Advertising,ORGANIZATION_TYPE_Agriculture,ORGANIZATION_TYPE_Bank,ORGANIZATION_TYPE_Business_Entity_Type_1,ORGANIZATION_TYPE_Business_Entity_Type_2,ORGANIZATION_TYPE_Business_Entity_Type_3,ORGANIZATION_TYPE_Cleaning,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Culture,ORGANIZATION_TYPE_Electricity,ORGANIZATION_TYPE_Emergency,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_Hotel,ORGANIZATION_TYPE_Housing,ORGANIZATION_TYPE_Industry__type_1,ORGANIZATION_TYPE_Industry__type_10,ORGANIZATION_TYPE_Industry__type_11,ORGANIZATION_TYPE_Industry__type_12,ORGANIZATION_TYPE_Industry__type_13,ORGANIZATION_TYPE_Industry__type_2,ORGANIZATION_TYPE_Industry__type_3,ORGANIZATION_TYPE_Industry__type_4,ORGANIZATION_TYPE_Industry__type_5,ORGANIZATION_TYPE_Industry__type_6,ORGANIZATION_TYPE_Industry__type_7,ORGANIZATION_TYPE_Industry__type_8,ORGANIZATION_TYPE_Industry__type_9,ORGANIZATION_TYPE_Insurance,ORGANIZATION_TYPE_Kindergarten,ORGANIZATION_TYPE_Legal_Services,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_Mobile,ORGANIZATION_TYPE_Other,ORGANIZATION_TYPE_Police,ORGANIZATION_TYPE_Postal,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE_Religion,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Security_Ministries,ORGANIZATION_TYPE_Self_employed,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Telecom,ORGANIZATION_TYPE_Trade__type_1,ORGANIZATION_TYPE_Trade__type_2,ORGANIZATION_TYPE_Trade__type_3,ORGANIZATION_TYPE_Trade__type_4,ORGANIZATION_TYPE_Trade__type_5,ORGANIZATION_TYPE_Trade__type_6,ORGANIZATION_TYPE_Trade__type_7,ORGANIZATION_TYPE_Transport__type_1,ORGANIZATION_TYPE_Transport__type_2,ORGANIZATION_TYPE_Transport__type_3,ORGANIZATION_TYPE_Transport__type_4,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE_XNA,HOUSETYPE_MODE_block_of_flats,HOUSETYPE_MODE_specific_housing,HOUSETYPE_MODE_terraced_house,WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,WALLSMATERIAL_MODE_Stone__brick,WALLSMATERIAL_MODE_Wooden
166049,0,0,1,0,112500.0,269982.0,30663.0,238500.0,0.01885,-22030,-1648.0,-12050.0,-5245,1,0,0,1,0,1,2.0,2,2,9,0,0,0,0,0,0,0.7400926847781234,0.6292104850608609,0.8277026681625442,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0,4.0,0.0,4.0,0.0,-1353.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,90000.0,112500.0,-1632.0,1.0,73998.0,6667.2,12.0,0.0,-4.75,0.0,108.0,-93.0,2.0,13.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
112720,0,1,0,2,135000.0,450000.0,16164.0,450000.0,0.022625,-12184,-2991.0,-5341.0,-2808,1,1,1,1,1,0,4.0,2,2,10,0,0,0,0,0,0,0.5059979305057544,0.4826732982457186,0.5352762504724826,0.0804,0.0785,0.9856,0.0,0.2069,0.1667,0.0654,0.0759,0.0231,0.0819,0.0815,0.9856,0.0,0.2069,0.1667,0.0669,0.0791,0.0244,0.0812,0.0785,0.9856,0.0,0.2069,0.1667,0.0665,0.0773,0.0236,0.0781,0,0.0,0.0,0.0,0.0,-1739.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,8.0,44638.3125,5168.23875,30.0,2067.7665,16.6,662.0,0.0,0.0,0.0,44.0,161.0681818181818,642.0,0.0,-89.0,79.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
405444,0,0,1,0,135000.0,463500.0,52420.5,463500.0,0.028663,-11311,-1920.0,-1231.0,-3954,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.401591957372563,0.5161017882589568,0.5046813193144684,0.1031,0.1177,0.9886,0.0,0.2759,0.1667,0.0683,0.1027,0.111,0.105,0.1222,0.9886,0.0,0.2759,0.1667,0.0699,0.107,0.1175,0.1041,0.1177,0.9886,0.0,0.2759,0.1667,0.0695,0.1045,0.1133,0.1049,0,1.0,0.0,1.0,0.0,-268.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,4.0,278236.35,959449.5,-1288.0,6.0,140839.5,17247.27375,20.0,-6241.221,-32.45,-1.0,171.0,-84.0,4.0,21.0,0.0,0.0,0.0,-86.0,6.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
436394,0,0,0,1,112500.0,675000.0,41427.0,675000.0,0.014464,-12272,-1.0,-4208.0,-4208,1,1,0,1,0,0,3.0,2,2,9,0,0,0,1,1,1,0.5059979305057544,0.3782050613800788,0.5352762504724826,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0,0.0,0.0,0.0,0.0,-1964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,4.0,104122.125,16166.59875,47.0,2911.1026595744684,-8.787234042553191,33.0,0.0,0.0,0.0,36.0,0.5555555555555556,20.0,0.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
177944,0,0,1,0,202500.0,479700.0,56929.5,450000.0,0.005084,-11278,-672.0,-1033.0,-68,1,1,0,1,0,0,2.0,2,2,16,0,0,0,1,1,0,0.1675801718544178,0.6012930351393856,0.5352762504724826,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0,0.0,0.0,0.0,0.0,-94.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,4.0,88125.75,10479.78,12.0,-7500.0,-11.333333333333334,-9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
123575,0,0,1,0,112500.0,550489.5,20880.0,454500.0,0.0088659999999999,-23673,-1648.0,-9375.0,-4704,1,0,0,1,0,0,1.0,2,2,15,0,0,0,0,0,0,0.5059979305057544,0.1666138448662223,0.2471909382666521,0.0722,0.0618,0.9776,0.0,0.1379,0.1667,0.0,0.0654,0.0,0.0735,0.0642,0.9777,0.0,0.1379,0.1667,0.0,0.0681,0.0,0.0729,0.0618,0.9776,0.0,0.1379,0.1667,0.0,0.0666,0.0,0.0514,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,19.0,79000.04842105263,355869.0,-1248.7894736842106,8.0,43866.0,5647.365,33.0,2257.884545454545,13.636363636363637,612.0,791.0,-90.0,19.0,41.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
120953,0,0,1,0,315000.0,1097491.5,46498.5,931500.0,0.032561,-17710,-1334.0,-2683.0,-1243,1,1,0,1,0,0,2.0,1,1,12,0,0,0,0,0,0,0.7373184244820674,0.6898879873099334,0.5352762504724826,0.0299,0.0685,0.9821,0.12,0.0345,0.5833,0.0481,0.1123,0.0953,0.0305,0.0711,0.9821,0.1208,0.0345,0.5833,0.0458,0.117,0.1009,0.0302,0.0685,0.9821,0.12,0.0345,0.5833,0.0487,0.1143,0.0973,0.0941,0,1.0,0.0,1.0,0.0,-595.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,2.0,54263.88,108527.76,-950.0,5.0,282348.0,16388.87625,21.0,-36719.805,-18.857142857142858,-1.0,64.0,-31.0,2.0,22.0,0.0,0.0,0.0,-19.0,19.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
451934,0,0,1,1,135000.0,292500.0,10116.0,292500.0,0.0145199999999999,-13435,-1621.0,-4841.0,-4819,1,1,0,1,0,0,2.0,2,2,8,0,0,0,0,0,0,0.3709403310768761,0.5921791008851658,0.6413682574954046,0.1175,0.0837,0.9801,0.06,0.0862,0.25,0.1235,0.0903,0.0,0.1134,0.0826,0.9801,0.0,0.069,0.1667,0.0952,0.067,0.0,0.1187,0.0837,0.9801,0.06,0.0862,0.25,0.1256,0.0919,0.0,0.055,0,2.0,0.0,2.0,0.0,-1766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,2.0,129816.0,180000.0,-1126.5,6.0,234696.75,14248.332,132.0,714.3501136363636,-4.553030303030303,29.0,75.0,-64.0,2.0,86.0,0.0,0.0,0.0,-58.0,22.0,391060.5156818182,0.6084651492628992,0.3636363636363636,8.0,31053.074318181814,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
235677,0,1,0,0,180000.0,1800000.0,55872.0,1800000.0,0.032561,-18711,-4758.0,-2926.0,-2236,1,1,1,1,1,0,2.0,1,1,17,0,0,0,0,0,0,0.4953953542467615,0.70202393874055,0.5352762504724826,0.0918,0.0704,0.9687,0.0,0.1034,0.125,0.0309,0.1332,0.0175,0.0935,0.073,0.9687,0.0,0.1034,0.125,0.0316,0.1388,0.0185,0.0926,0.0704,0.9687,0.0,0.1034,0.125,0.0314,0.1356,0.0178,0.1143,0,0.0,0.0,0.0,0.0,-993.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,268438.5,268438.5,-2467.0,3.0,151090.5,42964.65,12.0,0.0,-10.166666666666666,-6.0,82.0,-81.0,1.0,13.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
153706,0,1,1,0,112500.0,225000.0,23053.5,225000.0,0.009549,-10564,-486.0,-9581.0,-3186,1,1,0,1,1,1,2.0,2,2,14,0,0,0,0,0,0,0.5059979305057544,0.592817956224853,0.3944954053123993,0.1113,0.0763,0.9836,0.0,0.1724,0.3333,0.1167,0.1185,0.009,0.1134,0.0746,0.9836,0.0,0.1724,0.3333,0.1194,0.1234,0.0096,0.1124,0.0758,0.9836,0.0,0.1724,0.3333,0.1187,0.1206,0.0092,0.0933,0,0.0,0.0,0.0,0.0,-2083.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,2.0,223875.0,225000.0,-538.5,4.0,148482.0,11969.42625,53.0,-883.2829245283018,-4.69811320754717,25.0,37.0,-27.0,2.0,50.0,0.98,17.0,0.98,-96.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
127318,0,0,1,2,324000.0,45000.0,5220.0,45000.0,0.010006,-12339,-4234.0,-84.0,-4206,1,1,0,1,0,0,4.0,2,1,9,0,0,0,0,0,0,0.2796361216183151,0.6766672482098381,0.3791004853998145,0.0784,0.1818,0.9935,0.0,0.1724,0.1667,0.3313,0.1254,0.0,0.0798,0.1887,0.9935,0.0,0.1724,0.1667,0.3389,0.1306,0.0,0.0791,0.1818,0.9935,0.0,0.1724,0.1667,0.3371,0.1276,0.0,0.1509,0,2.0,0.0,2.0,0.0,-2379.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.0,1339233.6315789474,17100000.0,-1084.842105263158,12.0,121183.875,12025.01625,88.0,590.1601704545454,-2.625,34.0,686.0,-84.0,19.0,43.0,1.2325581395348837,18.0,0.0232558139534883,-88.0,38.0,33905.09486842105,0.1590609388888889,0.631578947368421,8.0,11220.305921052632,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
381747,0,0,0,0,135000.0,156384.0,16024.5,135000.0,0.00733,-14139,-4268.0,-8541.0,-3127,1,1,1,1,1,0,2.0,2,2,12,1,1,0,1,1,0,0.564894607523972,0.4154402089815623,0.7062051096536562,0.0928,0.257,0.9791,0.0,0.2069,0.1667,0.0806,0.0749,0.0914,0.0945,0.2667,0.9791,0.0,0.2069,0.1667,0.0825,0.078,0.0967,0.0937,0.257,0.9791,0.0,0.2069,0.1667,0.0821,0.0763,0.0933,0.0589,0,2.0,0.0,2.0,0.0,-939.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,2.0,53641.665,61159.5,-1318.0,3.0,304527.0,16417.89,30.0,-1500.0,-116.46666666666668,-2.0,88.0,-46.0,2.0,31.0,0.0,0.0,0.0,-31.0,14.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
452418,0,0,1,0,67500.0,220500.0,12091.5,220500.0,0.006629,-16520,-1104.0,-4976.0,-69,1,1,1,1,1,0,1.0,2,2,6,0,0,0,1,1,1,0.5059979305057544,0.4747826407384598,0.5352762504724826,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0,1.0,0.0,1.0,0.0,-681.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,3.0,329943.0,449914.5,-335.0,3.0,71298.0,8856.045,7.0,0.0,-54.85714285714285,-16.0,34.0,-11.0,3.0,8.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
